  @RELATION examen

@ATTRIBUTE pregunta1 string
@ATTRIBUTE pregunta2 string
@ATTRIBUTE pregunta3 string
@ATTRIBUTE pregunta4 string
@ATTRIBUTE pregunta5 string
@ATTRIBUTE pregunta6 string
@ATTRIBUTE tipo {HUM,NUM,LOC}
@ATTRIBUTE subTipo {ind,date,ord,state,other,count,country,city,mount,money,period,volsize,temp,dist,weight,perc,speed,code}

@DATA
 'dana','is', 'dana is' ,'','is ','dana ' ,HUM,ind 
 'who','plays', 'who plays' ,'cop','plays cop','who cop' ,HUM,ind 
 'how','characters', 'how characters' ,'makes','characters makes','how makes' ,NUM,count 
 'what','1940', 'what 1940' ,'annual','1940 annual','what annual' ,NUM,money 
 'who','created', 'who created' ,'billy','created billy','who billy' ,HUM,ind 
 'what','country', 'what country' ,'saw','country saw','what saw' ,LOC,country 
 'who','richest', 'who richest' ,'woman','richest woman','who woman' ,HUM,ind 
 'where','i', 'where i' ,'test','i test','where test' ,LOC,other 
 'what','lake', 'what lake' ,'scotland','lake scotland','what scotland' ,LOC,other 
 'who','1974', 'who 1974' ,'oscar','1974 oscar','who oscar' ,HUM,ind 
 'who','wrote', 'who wrote' ,'book','wrote book','who book' ,HUM,ind 
 'who','you', 'who you' ,'use','you use','who use' ,HUM,ind 
 'what','famed', 'what famed' ,'library','famed library','what library' ,LOC,other 
 'where','i', 'where i' ,'complete','i complete','where complete' ,LOC,other 
 'where','is', 'where is' ,'montenegro','is montenegro','where montenegro' ,LOC,other 
 'what','north', 'what north' ,'american','north american','what american' ,LOC,city 
 'what','radio', 'what radio' ,'','radio ','what ' ,HUM,ind 
 'where','planned', 'where planned' ,'berth','planned berth','where berth' ,LOC,other 
 'what','maurizio', 'what maurizio' ,'pellegrin','maurizio pellegrin','what pellegrin' ,NUM,period 
 'how','thousands', 'how thousands' ,'students','thousands students','how students' ,NUM,count 
 'us','senate', 'us senate' ,'majority','senate majority','us majority' ,HUM,ind 
 'what','female', 'what female' ,'suspect','female suspect','what suspect' ,HUM,ind 
 'who','owns', 'who owns' ,'cnn','owns cnn','who cnn' ,HUM,ind 
 'how','americans', 'how americans' ,'unaccounted','americans unaccounted','how unaccounted' ,NUM,count 
 'what','chemical', 'what chemical' ,'reactivity','chemical reactivity','what reactivity' ,NUM,other 
 'what','oldest', 'what oldest' ,'website','oldest website','what website' ,LOC,other 
 'what','member', 'what member' ,'little','member little','what little' ,HUM,ind 
 'what','country', 'what country' ,'you','country you','what you' ,LOC,country 
 'what','attorney-general', 'what attorney-general' ,'ordered','attorney-general ordered','what ordered' ,HUM,ind 
 'what','capital', 'what capital' ,'congo','capital congo','what congo' ,LOC,city 
 'what','country', 'what country' ,'starts','country starts','what starts' ,LOC,country 
 'what','countries', 'what countries' ,'earn','countries earn','what earn' ,LOC,country 
 'which','city', 'which city' ,'china','city china','which china' ,LOC,city 
 'when','oscars', 'when oscars' ,'academy','oscars academy','when academy' ,NUM,date 
 'who','prophet', 'who prophet' ,'jewish','prophet jewish','who jewish' ,HUM,ind 
 'what','common', 'what common' ,'name','common name','what name' ,HUM,ind 
 'who','oldest', 'who oldest' ,'us','oldest us','who us' ,HUM,ind 
 'when','dubai', 'when dubai' ,'is','dubai is','when is' ,NUM,date 
 'who','prophet', 'who prophet' ,'religion','prophet religion','who religion' ,HUM,ind 
 'who','portrayed', 'who portrayed' ,'maggio','portrayed maggio','who maggio' ,HUM,ind 
 'where','zebras', 'where zebras' ,'likely','zebras likely','where likely' ,LOC,other 
 'what','odds', 'what odds' ,'giving','odds giving','what giving' ,NUM,perc 
 'what','best', 'what best' ,'place','best place','what place' ,LOC,other 
 'cartoon','genie', 'cartoon genie' ,'conjured','genie conjured','cartoon conjured' ,HUM,ind 
 'what','money', 'what money' ,'owed','money owed','what owed' ,NUM,money 
 'what','web', 'what web' ,'address','web address','what address' ,LOC,other 
 'how','big', 'how big' ,'largest','big largest','how largest' ,NUM,volsize 
 'when','did', 'when did' ,'original','did original','when original' ,NUM,date 
 'how','languages', 'how languages' ,'world','languages world','how world' ,NUM,count 
 'who','bald', 'who bald' ,'us','bald us','who us' ,HUM,ind 
 'which','member', 'which member' ,'charlie','member charlie','which charlie' ,HUM,ind 
 'what','river', 'what river' ,'flows','river flows','what flows' ,LOC,other 
 'what','comedian', 'what comedian' ,'perfect','comedian perfect','what perfect' ,HUM,ind 
 'where','you', 'where you' ,'information','you information','where information' ,LOC,other 
 'who','loved', 'who loved' ,'flash','loved flash','who flash' ,HUM,ind 
 'where','i', 'where i' ,'information','i information','where information' ,LOC,other 
 'how','inches', 'how inches' ,'feet','inches feet','how feet' ,NUM,count 
 'who','is', 'who is' ,'president','is president','who president' ,HUM,ind 
 'how','you', 'how you' ,'rent','you rent','how rent' ,NUM,money 
 'whose','singing', 'whose singing' ,'voice','singing voice','whose voice' ,HUM,ind 
 'what','mean', 'what mean' ,'income','mean income','what income' ,NUM,money 
 'what','north', 'what north' ,'american','north american','what american' ,LOC,city 
 'what','largest', 'what largest' ,'expensive','largest expensive','what expensive' ,LOC,other 
 'where','did', 'where did' ,'gulliver','did gulliver','where gulliver' ,LOC,other 
 'how','stronger', 'how stronger' ,'new','stronger new','how new' ,NUM,count 
 'how','tuberculosis', 'how tuberculosis' ,'combatting','tuberculosis combatting','how combatting' ,NUM,money 
 'president','bush', 'president bush' ,'compared','bush compared','president compared' ,HUM,ind 
 'what','tv', 'what tv' ,'comedian','tv comedian','what comedian' ,HUM,ind 
 'who','created', 'who created' ,'character','created character','who character' ,HUM,ind 
 'where','did', 'where did' ,'japanese','did japanese','where japanese' ,LOC,other 
 'how','rows', 'how rows' ,'whiskers','rows whiskers','how whiskers' ,NUM,count 
 'what','british', 'what british' ,'general','british general','what general' ,HUM,ind 
 'what','world', 'what world' ,'population','world population','what population' ,NUM,count 
 'what','city', 'what city' ,'you','city you','what you' ,LOC,city 
 'what','artist', 'what artist' ,'is','artist is','what is' ,HUM,ind 
 'what','planet', 'what planet' ,'ewoks','planet ewoks','what ewoks' ,LOC,other 
 'how','words', 'how words' ,'spanish','words spanish','how spanish' ,NUM,count 
 'where','information', 'where information' ,'novel','information novel','where novel' ,LOC,other 
 'how','members', 'how members' ,'family','members family','how family' ,NUM,count 
 'who','wrote', 'who wrote' ,'song','wrote song','who song' ,HUM,ind 
 'what','average', 'what average' ,'date','average date','what date' ,NUM,date 
 'how','characters', 'how characters' ,'chinese','characters chinese','how chinese' ,NUM,count 
 'who','wrote', 'who wrote' ,'collector','wrote collector','who collector' ,HUM,ind 
 'who','samuel', 'who samuel' ,'johnsons','samuel johnsons','who johnsons' ,HUM,ind 
 'what','kind', 'what kind' ,'women','kind women','what women' ,HUM,ind 
 'how','hummingbird', 'how hummingbird' ,'eggs','hummingbird eggs','how eggs' ,NUM,count 
 'who','wrote', 'who wrote' ,'bestselling','wrote bestselling','who bestselling' ,HUM,ind 
 'who','played', 'who played' ,'father','played father','who father' ,HUM,ind 
 'what','gestation', 'what gestation' ,'period','gestation period','what period' ,NUM,period 
 'where','did', 'where did' ,'daniel','did daniel','where daniel' ,LOC,other 
 'how','long', 'how long' ,'does','long does','how does' ,NUM,period 
 'what','states', 'what states' ,'state','states state','what state' ,LOC,state 
 'what','city', 'what city' ,'steepest','city steepest','what steepest' ,LOC,city 
 'country','giants', 'country giants' ,'times','giants times','country times' ,LOC,country 
 'what','is', 'what is' ,'men','is men','what men' ,NUM,other 
 'how','countries', 'how countries' ,'there','countries there','how there' ,NUM,count 
 'where','does', 'where does' ,'marijuana','does marijuana','where marijuana' ,LOC,other 
 'who','10', 'who 10' ,'richest','10 richest','who richest' ,HUM,ind 
 'how','yards', 'how yards' ,'1','yards 1','how 1' ,NUM,count 
 'what','actor', 'what actor' ,'man','actor man','what man' ,HUM,ind 
 'when','successful', 'when successful' ,'heart','successful heart','when heart' ,NUM,date 
 'what','country', 'what country' ,'boasts','country boasts','what boasts' ,LOC,country 
 'what','country', 'what country' ,'mount','country mount','what mount' ,LOC,country 
 'which','country', 'which country' ,'largest','country largest','which largest' ,LOC,country 
 'how','watts', 'how watts' ,'make','watts make','how make' ,NUM,count 
 'what','female', 'what female' ,'faith','female faith','what faith' ,HUM,ind 
 'where','did', 'where did' ,'king','did king','where king' ,LOC,other 
 'what','famous', 'what famous' ,'husband-and-wife','famous husband-and-wife','what husband-and-wife' ,HUM,ind 
 'how','times', 'how times' ,'harold','times harold','how harold' ,NUM,count 
 'what','bottle', 'what bottle' ,'caps','bottle caps','what caps' ,NUM,money 
 'where','i', 'where i' ,'history','i history','where history' ,LOC,other 
 'who','tramped', 'who tramped' ,'florida','tramped florida','who florida' ,HUM,ind 
 '1990','', '1990 ' ,'what',' what','1990 what' ,NUM,date 
 'how','american', 'how american' ,'soldiers','american soldiers','how soldiers' ,NUM,count 
 'how','feet', 'how feet' ,'2','feet 2','how 2' ,NUM,count 
 'how','long', 'how long' ,'ago','long ago','how ago' ,NUM,period 
 'how','did', 'how did' ,'lucy','did lucy','how lucy' ,NUM,money 
 'who','followed', 'who followed' ,'his','followed his','who his' ,HUM,ind 
 'when','parthenon', 'when parthenon' ,'built','parthenon built','when built' ,NUM,date 
 'how','long', 'how long' ,'does','long does','how does' ,NUM,period 
 'what','us', 'what us' ,'state','us state','what state' ,LOC,state 
 'how','mountains', 'how mountains' ,'named','mountains named','how named' ,NUM,count 
 'what','unemployment', 'what unemployment' ,'statistics','unemployment statistics','what statistics' ,NUM,other 
 'who','independent', 'who independent' ,'member','independent member','who member' ,HUM,ind 
 'what','presidents', 'what presidents' ,'us','presidents us','what us' ,HUM,ind 
 'which','seven', 'which seven' ,'dwarfs','seven dwarfs','which dwarfs' ,HUM,ind 
 'what','professional', 'what professional' ,'cricketer','professional cricketer','what cricketer' ,HUM,ind 
 'how','inches', 'how inches' ,'apart','inches apart','how apart' ,NUM,count 
 'how','miles', 'how miles' ,'corridors','miles corridors','how corridors' ,NUM,count 
 'what','us', 'what us' ,'state','us state','what state' ,LOC,state 
 'what','english', 'what english' ,'playwright','english playwright','what playwright' ,HUM,ind 
 'how','deep', 'how deep' ,'fathom','deep fathom','how fathom' ,NUM,dist 
 'what','fred', 'what fred' ,'astaire','fred astaire','what astaire' ,HUM,ind 
 'what','highest', 'what highest' ,'number','highest number','what number' ,NUM,count 
 'what','heavyweight', 'what heavyweight' ,'boxer','heavyweight boxer','what boxer' ,HUM,ind 
 'how','quarts', 'how quarts' ,'milk','quarts milk','how milk' ,NUM,count 
 'what','london', 'what london' ,'street','london street','what street' ,LOC,other 
 'how','old', 'how old' ,'universe','old universe','how universe' ,NUM,period 
 'when','does', 'when does' ,'bible','does bible','when bible' ,NUM,date 
 'what','bordering', 'what bordering' ,'country','bordering country','what country' ,LOC,country 
 'what','nation', 'what nation' ,'boarders','nation boarders','what boarders' ,LOC,country 
 'olympic','games', 'olympic games' ,'which','games which','olympic which' ,NUM,date 
 'what','tv', 'what tv' ,'talk-host','tv talk-host','what talk-host' ,HUM,ind 
 'how','people', 'how people' ,'die','people die','how die' ,NUM,count 
 'who','invented', 'who invented' ,'electric','invented electric','who electric' ,HUM,ind 
 'what','capital', 'what capital' ,'california','capital california','what california' ,LOC,city 
 'what','country', 'what country' ,'comes','country comes','what comes' ,LOC,country 
 'how','hot', 'how hot' ,'oven','hot oven','how oven' ,NUM,temp 
 'what','country', 'what country' ,'worlds','country worlds','what worlds' ,LOC,country 
 'who','president', 'who president' ,'pergament','president pergament','who pergament' ,HUM,ind 
 'what','city', 'what city' ,'kentucky','city kentucky','what kentucky' ,LOC,city 
 'where','did', 'where did' ,'hillary','did hillary','where hillary' ,LOC,other 
 'what','american', 'what american' ,'naval','american naval','what naval' ,HUM,ind 
 'who','gave', 'who gave' ,'the','gave the','who the' ,HUM,ind 
 'who','wrote', 'who wrote' ,'secret','wrote secret','who secret' ,HUM,ind 
 'who','head', 'who head' ,'world','head world','who world' ,HUM,ind 
 'how','people', 'how people' ,'does','people does','how does' ,NUM,count 
 'how','calcium', 'how calcium' ,'adult','calcium adult','how adult' ,NUM,count 
 'what','popular', 'what popular' ,'name','popular name','what name' ,HUM,ind 
 'who','moderated', 'who moderated' ,'kennedy-nixon','moderated kennedy-nixon','who kennedy-nixon' ,HUM,ind 
 'who','portrayed', 'who portrayed' ,'george','portrayed george','who george' ,HUM,ind 
 'when','nostradamus', 'when nostradamus' ,'born','nostradamus born','when born' ,NUM,date 
 'who','is', 'who is' ,'us','is us','who us' ,HUM,ind 
 'what','country', 'what country' ,'origin','country origin','what origin' ,LOC,country 
 'what','population', 'what population' ,'largest','population largest','what largest' ,NUM,count 
 'what','country', 'what country' ,'highest','country highest','what highest' ,LOC,country 
 'who','invented', 'who invented' ,'','invented ','who ' ,HUM,ind 
 'what','sea', 'what sea' ,'bombay','sea bombay','what bombay' ,LOC,other 
 'what','fool', 'what fool' ,'wise','fool wise','what wise' ,HUM,ind 
 'where','americas', 'where americas' ,'47','americas 47','where 47' ,LOC,other 
 'how','tall', 'how tall' ,'animated','tall animated','how animated' ,NUM,dist 
 'what','us', 'what us' ,'city','us city','what city' ,LOC,city 
 'what','countries', 'what countries' ,'highest','countries highest','what highest' ,LOC,country 
 'how','miles', 'how miles' ,'ny','miles ny','how ny' ,NUM,count 
 'how','big', 'how big' ,'universe','big universe','how universe' ,NUM,volsize 
 'what','monarch', 'what monarch' ,'signed','monarch signed','what signed' ,HUM,ind 
 'how','sides', 'how sides' ,'does','sides does','how does' ,NUM,count 
 'what','river', 'what river' ,'rome','river rome','what rome' ,LOC,other 
 'where','web', 'where web' ,'adventours','web adventours','where adventours' ,LOC,other 
 'where','1936', 'where 1936' ,'summer','1936 summer','where summer' ,LOC,other 
 'what','cathedral', 'what cathedral' ,'thomas','cathedral thomas','what thomas' ,LOC,other 
