 @RELATION examen

@ATTRIBUTE pregunta1 string
@ATTRIBUTE pregunta2 string
@ATTRIBUTE pregunta3 string
@ATTRIBUTE pregunta4 string
@ATTRIBUTE pregunta5 string
@ATTRIBUTE pregunta6 string
@ATTRIBUTE tipo {HUM,NUM,LOC}
@ATTRIBUTE subTipo {ind,date,ord,state,other,count,country,city,mount,money,period,volsize,temp,dist,weight,perc,speed,code}

@DATA
 'mean','income', 'mean income' ,'10%','income 10%','mean 10%' , NUM, money 
 'north','american', 'north american' ,'city','american city','north city' , LOC, city 
 'largest','expensive', 'largest expensive' ,'freeway','expensive freeway','largest freeway' , LOC, other 
 'did','gulliver', 'did gulliver' ,'race','gulliver race','did race' , LOC, other 
 'stronger','new', 'stronger new' ,'vitreous','new vitreous','stronger vitreous' , NUM, count 
 'tuberculosis','combatting', 'tuberculosis combatting' ,'drugs','combatting drugs','tuberculosis drugs' , NUM, money 
 'president','bush', 'president bush' ,'compared','bush compared','president compared' , HUM, ind 
 'tv','comedian', 'tv comedian' ,'worked','comedian worked','tv worked' , HUM, ind 
 'created','character', 'created character' ,'james','character james','created james' , HUM, ind 
 'did','japanese', 'did japanese' ,'imperial','japanese imperial','did imperial' , LOC, other 
 'rows','whiskers', 'rows whiskers' ,'does','whiskers does','rows does' , NUM, count 
 'british','general', 'british general' ,'surrendered','general surrendered','british surrendered' , HUM, ind 
 'world','population', 'world population' ,'today','population today','world today' , NUM, count 
 'city','feeding', 'city feeding' ,'pigeons','feeding pigeons','city pigeons' , LOC, city 
 'artist','is', 'artist is' ,'studio','is studio','artist studio' , HUM, ind 
 'planet','ewoks', 'planet ewoks' ,'live','ewoks live','planet live' , LOC, other 
 'words','spanish', 'words spanish' ,'language','spanish language','words language' , NUM, count 
 'information','novel', 'information novel' ,'','novel ','information ' , LOC, other 
 'members','family', 'members family' ,'drafted','family drafted','members drafted' , NUM, count 
 'wrote','song', 'wrote song' ,'','song ','wrote ' , HUM, ind 
 'average','date', 'average date' ,'malls','date malls','average malls' , NUM, date 
 'characters','chinese', 'characters chinese' ,'alphabet','chinese alphabet','characters alphabet' , NUM, count 
 'samuel','johnsons', 'samuel johnsons' ,'is','johnsons is','samuel is' , HUM, ind 
 'kind','women', 'kind women' ,'gave','women gave','kind gave' , HUM, ind 
 'hummingbird','eggs', 'hummingbird eggs' ,'fit','eggs fit','hummingbird fit' , NUM, count 
 'wrote','bestselling', 'wrote bestselling' ,'missionary','bestselling missionary','wrote missionary' , HUM, ind 
 'played','father', 'played father' ,'on','father on','played on' , HUM, ind 
 'gestation','period', 'gestation period' ,'human','period human','gestation human' , NUM, period 
 'did','daniel', 'did daniel' ,'originate','daniel originate','did originate' , LOC, other 
 'long','does', 'long does' ,'average','does average','long average' , NUM, period 
 'states','state', 'states state' ,'income','state income','states income' , LOC, state 
 'city','steepest', 'city steepest' ,'streets','steepest streets','city streets' , LOC, city 
 'country','giants', 'country giants' ,'times','giants times','country times' , LOC, country 
 'what','is', 'what is' ,'men','is men','what men' , NUM, other 
 'does','marijuana', 'does marijuana' ,'entering','marijuana entering','does entering' , LOC, other 
 '10','richest', '10 richest' ,'people','richest people','10 people' , HUM, ind 
 'yards','1', 'yards 1' ,'mile','1 mile','yards mile' , NUM, count 
 'actor','man', 'actor man' ,'appear','man appear','actor appear' , HUM, ind 
 'successful','heart', 'successful heart' ,'transplant','heart transplant','successful transplant' , NUM, date 
 'country','boasts', 'country boasts' ,'cawdor','boasts cawdor','country cawdor' , LOC, country 
 'country','mount', 'country mount' ,'everest','mount everest','country everest' , LOC, country 
 'country','largest', 'country largest' ,'country','largest country','country country' , LOC, country 
 'watts','make', 'watts make' ,'kilowatt','make kilowatt','watts kilowatt' , NUM, count 
 'female','faith', 'female faith' ,'healer','faith healer','female healer' , HUM, ind 
 'did','king', 'did king' ,'francis','king francis','did francis' , LOC, other 
 'famous','husband-and-wife', 'famous husband-and-wife' ,'team','husband-and-wife team','famous team' , HUM, ind 
 'times','harold', 'times harold' ,'stassen','harold stassen','times stassen' , NUM, count 
 'bottle','caps', 'bottle caps' ,'presidents','caps presidents','bottle presidents' , NUM, money 
 'i','history', 'i history' ,'hungarian','history hungarian','i hungarian' , LOC, other 
 'tramped','florida', 'tramped florida' ,'looking','florida looking','tramped looking' , HUM, ind 
 '1990','', '1990 ' ,'day',' day','1990 day' , NUM, date 
 'american','soldiers', 'american soldiers' ,'stationed','soldiers stationed','american stationed' , NUM, count 
 'feet','2', 'feet 2' ,'average','2 average','feet average' , NUM, count 
 'long','ago', 'long ago' ,'did','ago did','long did' , NUM, period 
 'did','lucy', 'did lucy' ,'van','lucy van','did van' , NUM, money 
 'followed','underwater', 'followed underwater' ,'thrillers','underwater thrillers','followed thrillers' , HUM, ind 
 'long','does', 'long does' ,'pig','does pig','long pig' , NUM, period 
 'us','state', 'us state' ,'comes','state comes','us comes' , LOC, state 
 'mountains','named', 'mountains named' ,'presidents','named presidents','mountains presidents' , NUM, count 
 'unemployment','statistics', 'unemployment statistics' ,'years','statistics years','unemployment years' , NUM, other 
 'independent','member', 'independent member' ,'congress','member congress','independent congress' , HUM, ind 
 'presidents','us', 'presidents us' ,'published','us published','presidents published' , HUM, ind 
 'seven','dwarfs', 'seven dwarfs' ,'comes','dwarfs comes','seven comes' , HUM, ind 
 'professional','cricketer', 'professional cricketer' ,'is','cricketer is','professional is' , HUM, ind 
 'inches','apart', 'inches apart' ,'adjacent','apart adjacent','inches adjacent' , NUM, count 
 'miles','corridors', 'miles corridors' ,'pentagon','corridors pentagon','miles pentagon' , NUM, count 
 'us','state', 'us state' ,'includes','state includes','us includes' , LOC, state 
 'english','playwright', 'english playwright' ,'penned','playwright penned','english penned' , HUM, ind 
 'fred','astaire', 'fred astaire' ,'is','astaire is','fred is' , HUM, ind 
 'highest','number', 'highest number' ,'home','number home','highest home' , NUM, count 
 'heavyweight','boxer', 'heavyweight boxer' ,'known','boxer known','heavyweight known' , HUM, ind 
 'quarts','milk', 'quarts milk' ,'needed','milk needed','quarts needed' , NUM, count 
 'london','street', 'london street' ,'claims','street claims','london claims' , LOC, other 
 'does','bible', 'does bible' ,'say','bible say','does say' , NUM, date 
 'bordering','country', 'bordering country' ,'north','country north','bordering north' , LOC, country 
 'nation','boarders', 'nation boarders' ,'mozambique','boarders mozambique','nation mozambique' , LOC, country 
 'olympic','games', 'olympic games' ,'year','games year','olympic year' , NUM, date 
 'tv','talk-host', 'tv talk-host' ,'lends','talk-host lends','tv lends' , HUM, ind 
 'people','die', 'people die' ,'tuberculosis','die tuberculosis','people tuberculosis' , NUM, count 
 'invented','electric', 'invented electric' ,'guitar','electric guitar','invented guitar' , HUM, ind 
 'country','comes', 'country comes' ,'alphabetical','comes alphabetical','country alphabetical' , LOC, country 
 'hot','oven', 'hot oven' ,'baking','oven baking','hot baking' , NUM, temp 
 'country','worlds', 'country worlds' ,'leading','worlds leading','country leading' , LOC, country 
 'city','kentucky', 'city kentucky' ,'horse','kentucky horse','city horse' , LOC, city 
 'did','hillary', 'did hillary' ,'clinton','hillary clinton','did clinton' , LOC, other 
 'american','naval', 'american naval' ,'officer','naval officer','american officer' , HUM, ind 
 'gave','the', 'gave the' ,'','the ','gave ' , HUM, ind 
 'wrote','secret', 'wrote secret' ,'life','secret life','wrote life' , HUM, ind 
 'head','world', 'head world' ,'bank','world bank','head bank' , HUM, ind 
 'people','does', 'people does' ,'honda','does honda','people honda' , NUM, count 
 'calcium','adult', 'calcium adult' ,'female','adult female','calcium female' , NUM, count 
 'moderated','kennedy-nixon', 'moderated kennedy-nixon' ,'tv','kennedy-nixon tv','moderated tv' , HUM, ind 
 'portrayed','george', 'portrayed george' ,'m','george m','portrayed m' , HUM, ind 
 'who','is', 'who is' ,'us','is us','who us' , HUM, ind 
 'country','origin', 'country origin' ,'thomas','origin thomas','country thomas' , LOC, country 
 'population','largest', 'population largest' ,'chilean','largest chilean','population chilean' , NUM, count 
 'country','highest', 'country highest' ,'per','highest per','country per' , LOC, country 
 'invented','', 'invented ' ,'muppets',' muppets','invented muppets' , HUM, ind 
 'sea','bombay', 'sea bombay' ,'on','bombay on','sea on' , LOC, other 
 'fool','wise', 'fool wise' ,'lose','wise lose','fool lose' , HUM, ind 
 'americas','47', 'americas 47' ,'miles','47 miles','americas miles' , LOC, other 
 'tall','animated', 'tall animated' ,'frankenstein','animated frankenstein','tall frankenstein' , NUM, dist 
 'us','city', 'us city' ,'known','city known','us known' , LOC, city 
 'countries','highest', 'countries highest' ,'ratio','highest ratio','countries ratio' , LOC, country 
 'miles','ny', 'miles ny' ,'austria','ny austria','miles austria' , NUM, count 
 'big','universe', 'big universe' ,'actually','universe actually','big actually' , NUM, volsize 
 'monarch','signed', 'monarch signed' ,'magna','signed magna','monarch magna' , HUM, ind 
 'sides','does', 'sides does' ,'heptagon','does heptagon','sides heptagon' , NUM, count 
 'river','rome', 'river rome' ,'built','rome built','river built' , LOC, other 
 'web','adventours', 'web adventours' ,'tours','adventours tours','web tours' , LOC, other 
 '1936','summer', '1936 summer' ,'olympics','summer olympics','1936 olympics' , LOC, other 
 'cathedral','thomas', 'cathedral thomas' ,'becket','thomas becket','cathedral becket' , LOC, other 
 'kentucky','horse', 'kentucky horse' ,'park','horse park','kentucky park' , LOC, city 
 'old','sir', 'old sir' ,'edmund','sir edmund','old edmund' , NUM, period 
 'tree','does', 'tree does' ,'photosynthesis','does photosynthesis','tree photosynthesis' , LOC, other 
 'strait','links', 'strait links' ,'mediterranean','links mediterranean','strait mediterranean' , LOC, other 
 'airport','piccadilly', 'airport piccadilly' ,'subway','piccadilly subway','airport subway' , LOC, other 
 'seven','digits', 'seven digits' ,'follow','digits follow','seven follow' , NUM, code 
 'city','is', 'city is' ,'airport','is airport','city airport' , LOC, city 
 'pope','inaugurated', 'pope inaugurated' ,'vatican','inaugurated vatican','pope vatican' , HUM, ind 
 'names','eskimo', 'names eskimo' ,'people','eskimo people','names people' , NUM, count 
 'king','satirized', 'king satirized' ,'line','satirized line','king line' , HUM, ind 
 'stained','glass', 'stained glass' ,'window','glass window','stained window' , NUM, date 
 'pope','inaugurated', 'pope inaugurated' ,'vatican','inaugurated vatican','pope vatican' , HUM, ind 
 'director','silent', 'director silent' ,'sound','silent sound','director sound' , HUM, ind 
 'did','swimming', 'did swimming' ,'commonplace','swimming commonplace','did commonplace' , NUM, date 
 'presidents','usa', 'presidents usa' ,'masons','usa masons','presidents masons' , HUM, ind 
 'tallest','us', 'tallest us' ,'president','us president','tallest president' , HUM, ind 
 'largest','museum', 'largest museum' ,'world','museum world','largest world' , LOC, other 
 'character','beverly', 'character beverly' ,'hillbillies','beverly hillbillies','character hillbillies' , HUM, ind 
 'comedienne','calls', 'comedienne calls' ,'sister-in-law','calls sister-in-law','comedienne sister-in-law' , HUM, ind 
 'gallons','paint', 'gallons paint' ,'does','paint does','gallons does' , NUM, count 
 'president','supreme', 'president supreme' ,'court','supreme court','president court' , HUM, ind 
 'does','menstruation', 'does menstruation' ,'begin','menstruation begin','does begin' , NUM, date 
 'did','makeup', 'did makeup' ,'originate','makeup originate','did originate' , LOC, other 
 'us','state', 'us state' ,'mammoth','state mammoth','us mammoth' , LOC, state 
 'actress','june', 'actress june' ,'havoc','june havoc','actress havoc' , HUM, ind 
 'chromosome','number', 'chromosome number' ,'elephant','number elephant','chromosome elephant' , NUM, other 
 'star','witness', 'star witness' ,'senate','witness senate','star senate' , HUM, ind 
 'country','stuck-tongue', 'country stuck-tongue' ,'friendly','stuck-tongue friendly','country friendly' , LOC, country 
 'son-in-law','sen', 'son-in-law sen' ,'everett','sen everett','son-in-law everett' , HUM, ind 
 'erykah','badu', 'erykah badu' ,'originally','badu originally','erykah originally' , LOC, other 
 'i','buy', 'i buy' ,'pony','buy pony','i pony' , LOC, other 
 'old','george', 'old george' ,'washington','george washington','old washington' , NUM, period 
 'blacks','served', 'blacks served' ,'vietnam','served vietnam','blacks vietnam' , NUM, count 
 'names','gangsters', 'names gangsters' ,'bonnie','gangsters bonnie','names bonnie' , HUM, ind 
 'address','famous', 'address famous' ,'mexican','famous mexican','address mexican' , LOC, other 
 'president','held', 'president held' ,'elected','held elected','president elected' , HUM, ind 
 'richest','person', 'richest person' ,'world','person world','richest world' , HUM, ind 
 'time','does', 'time does' ,'blinking','does blinking','time blinking' , NUM, count 
 'did','use', 'did use' ,'of','use of','did of' , NUM, date 
