 @RELATION examen

@ATTRIBUTE pregunta1 string
@ATTRIBUTE pregunta2 string
@ATTRIBUTE pregunta3 string
@ATTRIBUTE pregunta4 string
@ATTRIBUTE pregunta5 string
@ATTRIBUTE pregunta6 string
@ATTRIBUTE tipo {HUM,NUM,LOC}
@ATTRIBUTE subTipo {ind,date,ord,state,other,count,country,city,mount,money,period,volsize,temp,dist,weight,perc,speed,code}

@DATA 
 'who','is', 'who is' ,'president','is president','who president' ,HUM,ind 
 'rent','volkswagen', 'rent volkswagen' ,'bug','volkswagen bug','rent bug' ,NUM,money 
 'singing','voice', 'singing voice' ,'dubbed','voice dubbed','singing dubbed' ,HUM,ind 
 'what','mean', 'what mean' ,'income','mean income','what income' ,NUM,money 
 'what','north', 'what north' ,'american','north american','what american' ,LOC,city 
 'what','largest', 'what largest' ,'expensive','largest expensive','what expensive' ,LOC,other 
 'where','did', 'where did' ,'gulliver','did gulliver','where gulliver' ,LOC,other 
 'stronger','new', 'stronger new' ,'vitreous','new vitreous','stronger vitreous' ,NUM,count 
 'tuberculosis','combatting', 'tuberculosis combatting' ,'drugs','combatting drugs','tuberculosis drugs' ,NUM,money 
 'president','bush', 'president bush' ,'compared','bush compared','president compared' ,HUM,ind 
 'what','tv', 'what tv' ,'comedian','tv comedian','what comedian' ,HUM,ind 
 'who','created', 'who created' ,'character','created character','who character' ,HUM,ind 
 'where','did', 'where did' ,'japanese','did japanese','where japanese' ,LOC,other 
 'rows','whiskers', 'rows whiskers' ,'does','whiskers does','rows does' ,NUM,count 
 'what','british', 'what british' ,'general','british general','what general' ,HUM,ind 
 'what','world', 'what world' ,'population','world population','what population' ,NUM,count 
 'what','city', 'what city' ,'feeding','city feeding','what feeding' ,LOC,city 
 'what','artist', 'what artist' ,'is','artist is','what is' ,HUM,ind 
 'what','planet', 'what planet' ,'ewoks','planet ewoks','what ewoks' ,LOC,other 
 'words','spanish', 'words spanish' ,'language','spanish language','words language' ,NUM,count 
 'where','information', 'where information' ,'novel','information novel','where novel' ,LOC,other 
 'members','family', 'members family' ,'drafted','family drafted','members drafted' ,NUM,count 
 'who','wrote', 'who wrote' ,'song','wrote song','who song' ,HUM,ind 
 'what','average', 'what average' ,'date','average date','what date' ,NUM,date 
 'characters','chinese', 'characters chinese' ,'alphabet','chinese alphabet','characters alphabet' ,NUM,count 
 'who','wrote', 'who wrote' ,'collector','wrote collector','who collector' ,HUM,ind 
 'who','samuel', 'who samuel' ,'johnsons','samuel johnsons','who johnsons' ,HUM,ind 
 'what','kind', 'what kind' ,'women','kind women','what women' ,HUM,ind 
 'hummingbird','eggs', 'hummingbird eggs' ,'fit','eggs fit','hummingbird fit' ,NUM,count 
 'who','wrote', 'who wrote' ,'bestselling','wrote bestselling','who bestselling' ,HUM,ind 
 'who','played', 'who played' ,'father','played father','who father' ,HUM,ind 
 'what','gestation', 'what gestation' ,'period','gestation period','what period' ,NUM,period 
 'where','did', 'where did' ,'daniel','did daniel','where daniel' ,LOC,other 
 'long','does', 'long does' ,'average','does average','long average' ,NUM,period 
 'what','states', 'what states' ,'state','states state','what state' ,LOC,state 
 'what','city', 'what city' ,'steepest','city steepest','what steepest' ,LOC,city 
 'country','giants', 'country giants' ,'times','giants times','country times' ,LOC,country 
 'what','is', 'what is' ,'men','is men','what men' ,NUM,other 
 'where','does', 'where does' ,'marijuana','does marijuana','where marijuana' ,LOC,other 
 'who','10', 'who 10' ,'richest','10 richest','who richest' ,HUM,ind 
 'yards','1', 'yards 1' ,'mile','1 mile','yards mile' ,NUM,count 
 'what','actor', 'what actor' ,'man','actor man','what man' ,HUM,ind 
 'when','successful', 'when successful' ,'heart','successful heart','when heart' ,NUM,date 
 'what','country', 'what country' ,'boasts','country boasts','what boasts' ,LOC,country 
 'what','country', 'what country' ,'mount','country mount','what mount' ,LOC,country 
 'country','largest', 'country largest' ,'country','largest country','country country' ,LOC,country 
 'watts','make', 'watts make' ,'kilowatt','make kilowatt','watts kilowatt' ,NUM,count 
 'what','female', 'what female' ,'faith','female faith','what faith' ,HUM,ind 
 'where','did', 'where did' ,'king','did king','where king' ,LOC,other 
 'what','famous', 'what famous' ,'husband-and-wife','famous husband-and-wife','what husband-and-wife' ,HUM,ind 
 'times','harold', 'times harold' ,'stassen','harold stassen','times stassen' ,NUM,count 
 'what','bottle', 'what bottle' ,'caps','bottle caps','what caps' ,NUM,money 
 'where','i', 'where i' ,'history','i history','where history' ,LOC,other 
 'who','tramped', 'who tramped' ,'florida','tramped florida','who florida' ,HUM,ind 
 '1990','', '1990 ' ,'what',' what','1990 what' ,NUM,date 
 'american','soldiers', 'american soldiers' ,'stationed','soldiers stationed','american stationed' ,NUM,count 
 'feet','2', 'feet 2' ,'average','2 average','feet average' ,NUM,count 
 'long','ago', 'long ago' ,'did','ago did','long did' ,NUM,period 
 'did','lucy', 'did lucy' ,'van','lucy van','did van' ,NUM,money 
 'who','followed', 'who followed' ,'underwater','followed underwater','who underwater' ,HUM,ind 
 'when','parthenon', 'when parthenon' ,'built','parthenon built','when built' ,NUM,date 
 'long','does', 'long does' ,'pig','does pig','long pig' ,NUM,period 
 'what','us', 'what us' ,'state','us state','what state' ,LOC,state 
 'mountains','named', 'mountains named' ,'presidents','named presidents','mountains presidents' ,NUM,count 
 'what','unemployment', 'what unemployment' ,'statistics','unemployment statistics','what statistics' ,NUM,other 
 'who','independent', 'who independent' ,'member','independent member','who member' ,HUM,ind 
 'what','presidents', 'what presidents' ,'us','presidents us','what us' ,HUM,ind 
 'seven','dwarfs', 'seven dwarfs' ,'comes','dwarfs comes','seven comes' ,HUM,ind 
 'what','professional', 'what professional' ,'cricketer','professional cricketer','what cricketer' ,HUM,ind 
 'inches','apart', 'inches apart' ,'adjacent','apart adjacent','inches adjacent' ,NUM,count 
 'miles','corridors', 'miles corridors' ,'pentagon','corridors pentagon','miles pentagon' ,NUM,count 
 'what','us', 'what us' ,'state','us state','what state' ,LOC,state 
 'what','english', 'what english' ,'playwright','english playwright','what playwright' ,HUM,ind 
 'what','fred', 'what fred' ,'astaire','fred astaire','what astaire' ,HUM,ind 
 'what','highest', 'what highest' ,'number','highest number','what number' ,NUM,count 
 'what','heavyweight', 'what heavyweight' ,'boxer','heavyweight boxer','what boxer' ,HUM,ind 
 'quarts','milk', 'quarts milk' ,'needed','milk needed','quarts needed' ,NUM,count 
 'what','london', 'what london' ,'street','london street','what street' ,LOC,other 
 'when','does', 'when does' ,'bible','does bible','when bible' ,NUM,date 
 'what','bordering', 'what bordering' ,'country','bordering country','what country' ,LOC,country 
 'what','nation', 'what nation' ,'boarders','nation boarders','what boarders' ,LOC,country 
 'olympic','games', 'olympic games' ,'year','games year','olympic year' ,NUM,date 
 'what','tv', 'what tv' ,'talk-host','tv talk-host','what talk-host' ,HUM,ind 
 'people','die', 'people die' ,'tuberculosis','die tuberculosis','people tuberculosis' ,NUM,count 
 'who','invented', 'who invented' ,'electric','invented electric','who electric' ,HUM,ind 
 'what','capital', 'what capital' ,'california','capital california','what california' ,LOC,city 
 'what','country', 'what country' ,'comes','country comes','what comes' ,LOC,country 
 'hot','oven', 'hot oven' ,'when','oven when','hot when' ,NUM,temp 
 'what','country', 'what country' ,'worlds','country worlds','what worlds' ,LOC,country 
 'who','president', 'who president' ,'pergament','president pergament','who pergament' ,HUM,ind 
 'what','city', 'what city' ,'kentucky','city kentucky','what kentucky' ,LOC,city 
 'where','did', 'where did' ,'hillary','did hillary','where hillary' ,LOC,other 
 'what','american', 'what american' ,'naval','american naval','what naval' ,HUM,ind 
 'who','gave', 'who gave' ,'the','gave the','who the' ,HUM,ind 
 'who','wrote', 'who wrote' ,'secret','wrote secret','who secret' ,HUM,ind 
 'who','head', 'who head' ,'world','head world','who world' ,HUM,ind 
 'people','does', 'people does' ,'honda','does honda','people honda' ,NUM,count 
 'calcium','adult', 'calcium adult' ,'female','adult female','calcium female' ,NUM,count 
 'what','popular', 'what popular' ,'name','popular name','what name' ,HUM,ind 
 'who','moderated', 'who moderated' ,'kennedy-nixon','moderated kennedy-nixon','who kennedy-nixon' ,HUM,ind 
 'who','portrayed', 'who portrayed' ,'george','portrayed george','who george' ,HUM,ind 
 'when','nostradamus', 'when nostradamus' ,'born','nostradamus born','when born' ,NUM,date 
 'who','is', 'who is' ,'us','is us','who us' ,HUM,ind 
 'what','country', 'what country' ,'origin','country origin','what origin' ,LOC,country 
 'what','population', 'what population' ,'largest','population largest','what largest' ,NUM,count 
 'what','country', 'what country' ,'highest','country highest','what highest' ,LOC,country 
 'who','invented', 'who invented' ,'','invented ','who ' ,HUM,ind 
 'what','sea', 'what sea' ,'bombay','sea bombay','what bombay' ,LOC,other 
 'what','fool', 'what fool' ,'wise','fool wise','what wise' ,HUM,ind 
 'where','americas', 'where americas' ,'47','americas 47','where 47' ,LOC,other 
 'tall','animated', 'tall animated' ,'frankenstein','animated frankenstein','tall frankenstein' ,NUM,dist 
 'what','us', 'what us' ,'city','us city','what city' ,LOC,city 
 'what','countries', 'what countries' ,'highest','countries highest','what highest' ,LOC,country 
 'miles','ny', 'miles ny' ,'austria','ny austria','miles austria' ,NUM,count 
 'big','universe', 'big universe' ,'actually','universe actually','big actually' ,NUM,volsize 
 'what','monarch', 'what monarch' ,'signed','monarch signed','what signed' ,HUM,ind 
 'sides','does', 'sides does' ,'heptagon','does heptagon','sides heptagon' ,NUM,count 
 'what','river', 'what river' ,'rome','river rome','what rome' ,LOC,other 
 'where','web', 'where web' ,'adventours','web adventours','where adventours' ,LOC,other 
 'where','1936', 'where 1936' ,'summer','1936 summer','where summer' ,LOC,other 
 'what','cathedral', 'what cathedral' ,'thomas','cathedral thomas','what thomas' ,LOC,other 
 'kentucky','horse', 'kentucky horse' ,'park','horse park','kentucky park' ,LOC,city 
 'old','sir', 'old sir' ,'edmund','sir edmund','old edmund' ,NUM,period 
 'where','tree', 'where tree' ,'does','tree does','where does' ,LOC,other 
 'what','strait', 'what strait' ,'links','strait links','what links' ,LOC,other 
 'what','airport', 'what airport' ,'piccadilly','airport piccadilly','what piccadilly' ,LOC,other 
 'what','seven', 'what seven' ,'digits','seven digits','what digits' ,NUM,code 
 'what','city', 'what city' ,'is','city is','what is' ,LOC,city 
 'what','pope', 'what pope' ,'inaugurated','pope inaugurated','what inaugurated' ,HUM,ind 
 'names','eskimo', 'names eskimo' ,'people','eskimo people','names people' ,NUM,count 
 'what','king', 'what king' ,'satirized','king satirized','what satirized' ,HUM,ind 
 'what','nickname', 'what nickname' ,'pennsylvania','nickname pennsylvania','what pennsylvania' ,LOC,state 
 'when','stained', 'when stained' ,'glass','stained glass','when glass' ,NUM,date 
 'what','pope', 'what pope' ,'inaugurated','pope inaugurated','what inaugurated' ,HUM,ind 
 'what','director', 'what director' ,'silent','director silent','what silent' ,HUM,ind 
 'when','did', 'when did' ,'swimming','did swimming','when swimming' ,NUM,date 
 'presidents','usa', 'presidents usa' ,'masons','usa masons','presidents masons' ,HUM,ind 
 'who','tallest', 'who tallest' ,'us','tallest us','who us' ,HUM,ind 
 'what','largest', 'what largest' ,'museum','largest museum','what museum' ,LOC,other 
 'what','character', 'what character' ,'beverly','character beverly','what beverly' ,HUM,ind 
 'what','comedienne', 'what comedienne' ,'calls','comedienne calls','what calls' ,HUM,ind 
 'gallons','paint', 'gallons paint' ,'does','paint does','gallons does' ,NUM,count 
 'what','president', 'what president' ,'supreme','president supreme','what supreme' ,HUM,ind 
 'when','does', 'when does' ,'menstruation','does menstruation','when menstruation' ,NUM,date 
 'where','did', 'where did' ,'makeup','did makeup','where makeup' ,LOC,other 
 'what','us', 'what us' ,'state','us state','what state' ,LOC,state 
 'who','actress', 'who actress' ,'june','actress june','who june' ,HUM,ind 
 'what','chromosome', 'what chromosome' ,'number','chromosome number','what number' ,NUM,other 
 'who','killed', 'who killed' ,'jfk','killed jfk','who jfk' ,HUM,ind 
 'who','star', 'who star' ,'witness','star witness','who witness' ,HUM,ind 
 'what','country', 'what country' ,'stuck-tongue','country stuck-tongue','what stuck-tongue' ,LOC,country 
 'who','son-in-law', 'who son-in-law' ,'sen','son-in-law sen','who sen' ,HUM,ind 
 'where','erykah', 'where erykah' ,'badu','erykah badu','where badu' ,LOC,other 
 'where','i', 'where i' ,'buy','i buy','where buy' ,LOC,other 
 'old','george', 'old george' ,'washington','george washington','old washington' ,NUM,period 
 'blacks','served', 'blacks served' ,'vietnam','served vietnam','blacks vietnam' ,NUM,count 
 'what','names', 'what names' ,'gangsters','names gangsters','what gangsters' ,HUM,ind 
 'what','address', 'what address' ,'famous','address famous','what famous' ,LOC,other 
 'who','invented', 'who invented' ,'panties','invented panties','who panties' ,HUM,ind 
 'what','president', 'what president' ,'held','president held','what held' ,HUM,ind 
 'who','richest', 'who richest' ,'person','richest person','who person' ,HUM,ind 
 'time','does', 'time does' ,'blinking','does blinking','time blinking' ,NUM,count 
 'when','did', 'when did' ,'use','did use','when use' ,NUM,date 
 'people','visit', 'people visit' ,'pope','visit pope','people pope' ,NUM,count 
 'what','planet', 'what planet' ,'gave','planet gave','what gave' ,LOC,other 
 'what','month', 'what month' ,'year','month year','what year' ,NUM,date 
 'who','buried', 'who buried' ,'great','buried great','who great' ,HUM,ind 
 'what','important', 'what important' ,'nation','important nation','what nation' ,LOC,country 
 'what','current', 'what current' ,'unemployment','current unemployment','what unemployment' ,NUM,perc 
 'when','railroad', 'when railroad' ,'east','railroad east','when east' ,NUM,date 
 'fast','corvette', 'fast corvette' ,'go','corvette go','fast go' ,NUM,speed 
 'what','famous', 'what famous' ,'actress','famous actress','what actress' ,HUM,ind 
 'did','mcdonald', 'did mcdonald' ,'is','mcdonald is','did is' ,NUM,money 
 'where','group', 'where group' ,'m','group m','where m' ,LOC,other 
 'what','country', 'what country' ,'famous','country famous','what famous' ,LOC,country 
